unique_id,BuildNET ID,association_badges,State,Photo,District,Category,Sub Category,Name,Website,phone_number,Address,Location,Area,Pin Code,Rating Count,Review,Map Link,TAGS,PRODUCTS ,Email Id,PlusCode,latitude,latitude,Instagram Profile,Facebook Profile,Linkedin Profile,Twitter Profile,Images Folder
,,,,,,,,Priyesh&Simi Architects,,,"15/63-C, PO, Desom, Aluva, Kerala 683102",,,,,,,,,,,10.1279804,76.35293779999999,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,name,address_1,address_2,phone_number,website,rating,image_source,place_url,,,,,,,,,,,,,
,,,,,,,,Sunpower Cement Company Private Limited. (Indiana Cements),,"Kanjikode, Kerala","Petronet Road, Wisepark",http://www.sunpowergroup.ae/,4,,,.,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba8696fffffffff:0x4b20035de7cbba6d!8m2!3d10.7863175!4d76.7830759!16s%2Fg%2F11gcq36_7v?entry=ttu,,,,,,,,,,,
,,,,,,,,Malabar Cement Factory,,"Pallipuram, Kerala 688541",Industrial Growth Centre,http://www.malabarcements.com/,3.9,,,ro@malabarcements.com,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b087bd7f0de1c0f:0xaf366c61993d22fe!8m2!3d9.7480854!4d76.3628427!16s%2Fg%2F11c532st2s?entry=ttu,,,,,,,,,,,
,,,,,,,,Penna Cement Industries Limited,,Willingdon Island,Bulk Cement Terminal and Bagging Plant,https://www.pennacement.com/,4.5,,,.,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b086dd53a84f1bf:0xf8c1015a944bf80a!8m2!3d9.9662271!4d76.2660811!16s%2Fg%2F11g21s1wm_?entry=ttu,,,,,,,,,,,
,,,,,,,,"Cochin Cements Limited / Sand Tech , Palakkad Division",,"No.A2, Road",NIDA,http://www.cclcement.com/,4.9,https://lh5.googleusercontent.com/p/AF1QipP5wyb9tsWd-eJ6438I8vOe7_4yqshYqx9Vkf7F,,info@cclcement.com,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba869173839c95d:0x926013a71d2b55cd!8m2!3d10.7913125!4d76.7528125!16s%2Fg%2F11rmwxy5cr?entry=ttu,,,,,,,,,,,
,,,,,,,,Cochin Cements Ltd,,"Velloor, Kerala 686609",Mevelloor,http://www.cclcement.com/,4.2,,,info@cclcement.com,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b0877e16a1fcdfd:0xf7153dff9aeb69d6!8m2!3d9.8223811!4d76.4523514!16s%2Fg%2F1vqtf6yh?entry=ttu,,,,,,,,,,,
,,,,,,,,Travancore Cements Ltd.,,"Rd to Kottayam Port, Moolavattom",HG56+R4P,http://www.travcement.com/,3.8,,,.,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b062bce45888e89:0xd4a0cdc4e0c11df!8m2!3d9.5595757!4d76.5103437!16s%2Fg%2F1tf9wvsv?entry=ttu,,,,,,,,,,,
,,,,,,,,Ramco Cements Limited,,"Padma Junction, Pullepady",X7JJ+HXR,https://ramcocements.in/,4.7,,,"“@ramcocements.co.in”., “@ramcocements.co.in”, “@ramcocements.co.in”
customercare@ramcocements.co.in",https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b080d5105cd9027:0xe04aa96eae203a32!8m2!3d9.981482!4d76.2823808!16s%2Fg%2F1vcq60q3?entry=ttu,,,,,,,,,,,
,,,,,,,,Ambuja Cements,,Willingdon Island,X748+7V8,https://www.ambujacement.com/,3.6,,,#ALL_SELECTORS_RETURN_NULL,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b086d5ecf9c553d:0xaeb4d00643071c71!8m2!3d9.9556504!4d76.2672054!16s%2Fg%2F1pp2vlrkg?entry=ttu,,,,,,,,,,,
,,,,,,,,Penna Cement Industries Limited,,"Market Rd, Ollur Industrial Estate, Ollur",F6FQ+7WG,http://www.pennacement.com/,3.9,,,.,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b080daf43102ae9:0x1f3c53abe8b4e825!8m2!3d10.4731906!4d76.2398367!16s%2Fg%2F1q5bmf902?entry=ttu,,,,,,,,,,,
,,,,,,,,Manama Cements Pvt. Ltd (Periyar Cements),,Po,Menonpara Road,http://www.periyarcement.com/,5,https://lh5.googleusercontent.com/p/AF1QipOTbeq5NQ5sYGWBKwmotRp77nve81KA5xMBJ5w3,,.,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba86bd626cbf171:0xd6be137914fa7ecd!8m2!3d10.7841543!4d76.7723752!16s%2Fg%2F11f0kvb5c0?entry=ttu,,,,,,,,,,,
,,,,,,,,Ultra White Cement Kerala,,"Walayar, Kerala 678624","Poolampara Road, Pudussery East",,5,https://lh5.googleusercontent.com/p/AF1QipNU4Iy6QlHsiylt46IWhD9L1KsjTTwDBM0Od3xg,,#URL_NOT_FILLED,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba8690cf1d0a85f:0x3b24cbbe954c39e3!8m2!3d10.8179821!4d76.8239081!16s%2Fg%2F11lpjvk0gm?entry=ttu,,,,,,,,,,,
,,,,,,,,Zuari Cement Ltd,,"behind Q5 Berth, Wharf, Willingdon Island",Bulk Cement and Bagging Terminal,http://www.zuaricements.com/,4.5,,,zclho@zcltd.com,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b086d1257e20cef:0x479ccd14ff3c0b1b!8m2!3d9.969396!4d76.2632234!16s%2Fg%2F11clyj4l4q?entry=ttu,,,,,,,,,,,
,,,,,,,,Ferrocon Concrete factory,,Manalimukku,NAD P O,https://instagram.com/concrete_factory?igshid=YmMyMTA2M2Y=,4.6,https://lh5.googleusercontent.com/p/AF1QipNcWcAgewfkCwojy9eLb_iEMrXdiigGT7rVdQL2,,#PAGE_NOT_FOUND,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b080b22038452c5:0xd5fd5f4d43c66f6b!8m2!3d10.0620451!4d76.3692212!16s%2Fg%2F11sn_3l_23?entry=ttu,,,,,,,,,,,
,,,,,,,,Bharathi Cement Corporation,,"Kochi, Kerala 682024","H.No.34/1700-D,2nd Floor,PTM Chambers,Bank Junction,Edapally,",http://www.bharathicement.com/,4.8,https://lh5.googleusercontent.com/p/AF1QipM2Wkzg1UmccV6yJ0kdAimesILeBM3nPHPmjAqq,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b080d0828df46cd:0x3906ba7f16ba45e0!8m2!3d10.0222465!4d76.3094463!16s%2Fg%2F11bbrc7m7k?entry=ttu,,,,,,,,,,,
,,,,,,,,Sreehari cement products,,"opp. Vilangan hills, Amalanagar",Thrissur - Kunnamkulam Rd,,5,,,#URL_NOT_FILLED,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7edce41e0372d:0x96480324165dcfe9!8m2!3d10.5584295!4d76.1720718!16s%2Fg%2F11t2txrt9s?entry=ttu,,,,,,,,,,,
,,,,,,,,Eurotech Cements & Products,,"X111/878, Petronet Road",Wise Park,,4,,,#URL_NOT_FILLED,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba86980e5e8ec93:0x46eaa06f7b851e11!8m2!3d10.7870252!4d76.7836572!16s%2Fg%2F11fy5685tb?entry=ttu,,,,,,,,,,,
,,,,,,,,Ultratech Cement Limited,,Willingdon Island,X786+X5M,https://www.ultratechcement.com/,4.1,https://lh5.googleusercontent.com/p/AF1QipNU7L75Y6JunzxTVS1EGfs7PxBUiCyiQz8xfVa0,,#ALL_SELECTORS_RETURN_NULL,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b086d521a75e489:0xa50805caca00d0!8m2!3d9.9674726!4d76.2604152!16s%2Fg%2F124sv9cwj?entry=ttu,,,,,,,,,,,
,,,,,,,,ACC LIMITED - RMX DIVISION,,"Binanipuram, Edayar",Edayar Industrial area,https://www.acclimited.com/,4,,,#ALL_SELECTORS_RETURN_NULL,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b080f681983330b:0x8f648b1264b456e7!8m2!3d10.0808735!4d76.3067333!16s%2Fg%2F11kwfcxcl8?entry=ttu,,,,,,,,,,,
,,,,,,,,KLAR KONKRETE,,"Road, Ayroorpadam",27/8 Pius Gardens,http://www.klarkonkrete.com/,4.5,https://lh5.googleusercontent.com/p/AF1QipMxdkau5xvC79vXapNhjlRnCmoGctV8LGecHuI9,,"klar@davidsons.co.in
rmx@davidsons.co.in
klar@davidsons.co.in",https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b07e5e324e56acd:0x61e77ad1db671663!8m2!3d10.1005336!4d76.6036294!16s%2Fg%2F11h_cbc5g6?entry=ttu,,,,,,,,,,,
,,,,,,,,CONTINENTAL Cements,,India,"Kanjikode, Pudussery Central, Kerala 678621",https://continentalcements.in/,5,,,"info@continentalcements.in
info@continentalcements.in",https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba86912a9686be1:0x7b833b8dc0a48d65!8m2!3d10.7897518!4d76.7607172!16s%2Fg%2F11flrlcd65?entry=ttu,,,,,,,,,,,
,,,,,,,,The India Cements Ltd,,Plammoodu,GW8X+77Q,https://www.indiacements.co.in/,5,https://lh5.googleusercontent.com/p/AF1QipPtXqqT8-Oig_ihmeneWcNNdh8bOCw-Wuhw2OYe,,.,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b05bbdb46d04a6d:0xa3c564df2d4dd39e!8m2!3d8.5157195!4d76.9482432!16s%2Fg%2F11gdqs0mqz?entry=ttu,,,,,,,,,,,
,,,,,,,,Cement Land Corporate,,"Kallai Rd, Pushpa Junction, Chalappuram","H.O.19/1819, Pushpa Jn",,4.4,,,#URL_NOT_FILLED,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba6596b6e8648e9:0x947714c4ee21bf30!8m2!3d11.2429167!4d75.785635!16s%2Fg%2F1q62gcdk9?entry=ttu,,,,,,,,,,,
,,,,,,,,India Cements Limited,,"Palaparambil Ln, Punkunnam",G5MX+7G3,https://www.indiacements.co.in/,5,,,.,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7ee5d85cbc7c5:0xc039dde5e67835e1!8m2!3d10.5331385!4d76.1988071!16s%2Fg%2F11d_2c6t6x?entry=ttu,,,,,,,,,,,
,,,,,,,,UltraTech Cement Ltd,,Vyttila,"PERA-92A, Panorama Ln 3",https://ultratechcement.com/,3.7,,,.,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b087365dd10d9b9:0x87f8ba5034376c9f!8m2!3d9.9730922!4d76.307436!16s%2Fg%2F11kqd2hcmm?entry=ttu,,,,,,,,,,,
,,,,,,,,Balya Cement Private Limited,,"Thrissur, Kerala 680623","Balya Cement PVT LTD, Velur Chungam Post, Thayyoor",http://balyagroup.com/,4,,,#ALL_SELECTORS_RETURN_NULL,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7ebf14ab09711:0xa0dad5f72b2752ba!8m2!3d10.6518307!4d76.1738266!16s%2Fg%2F11v19n9c52?entry=ttu,,,,,,,,,,,
,,,,,,,,India Cements Limited,,"Krishnaswamy Rd, Arangath Pullepady","X7JP+HHH, Icl House",https://www.indiacements.co.in/,4.4,https://lh5.googleusercontent.com/p/AF1QipMotXuMtpIgIUq2LK6r-OJK0e-mIVPYcJiXfAnu,,.,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b080d4ee3a26c73:0x9956780821d9ecf6!8m2!3d9.9814351!4d76.286499!16s%2Fg%2F1tdb_1xy?entry=ttu,,,,,,,,,,,
,,,,,,,,Mariya Trading Company - Chettinad Cement Agency in Idukki Kerala,,Kerala 685602,Neriamangalam Painavu Road,https://www.chettinadcement.com/,5,https://lh5.googleusercontent.com/p/AF1QipPD-r501BzJo-Q5tH1e2e2xbKvFlhpJrRN32d0U,,.,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b07957190d07e87:0x4c8141824c02acb5!8m2!3d10.006242!4d76.8726147!16s%2Fg%2F11w429twsj?entry=ttu,,,,,,,,,,,
,,,,,,,,Ultratech Cement Limited RMC Muvattupuzha,,Kalloorkad - Muvattupuzha Rd,XJH9+QJV,https://online.fliphtml5.com/jfuoh/ackt/#p=4,5,https://lh5.googleusercontent.com/p/AF1QipPMzkDCzOWoCpijO8YSUnW34x4RcumOoQC2dSg,,#PAGE_IS_EMPTY,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b07dd005670b4b3:0x6238389d9b095d4f!8m2!3d9.9789699!4d76.6192461!16s%2Fg%2F11vwzg5kcb?entry=ttu,,,,,,,,,,,
,,,,,,,,"Ayyoob and Son - Chettinad Cement Agency in Kottoor, Kerala",,Kunnamthanam - Krishibhavan Rd,Kaviyoor,https://www.chettinadcement.com/,5,https://lh5.googleusercontent.com/p/AF1QipP1-oQPi8j8RrLc90g0I8Q1w3cL3vxiNjBb-Nfa,,#ALL_SELECTORS_RETURN_NULL,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b06258ca7e950d7:0x865b988398ebbd65!8m2!3d9.422338!4d76.6028488!16s%2Fg%2F11y63yhcwl?entry=ttu,,,,,,,,,,,
,,,,,,,,Paulson Cements - ACC,,Puthuppanam,Ground Floor,https://dealers-nearme.acclimited.com/paulson-cements-acc-cement-manufacturer-puthuppanam-ernakulam-267847/Home?utm_source=locator&utm_medium=googleplaces,5,,,.,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b07df4344d825b9:0xc267576ff0b25fc3!8m2!3d9.9760166!4d76.4580218!16s%2Fg%2F11stvdb98k?entry=ttu,,,,,,,,,,,
,,,,,,,,Amritha cement bricks industries,,PO,5VR3+HV9,,5,https://lh5.googleusercontent.com/p/AF1QipNln5GFQWbvbf2M4_cwKQF23B17N3JzLsR10dNy,,#URL_NOT_FILLED,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b066df877a608b3:0x749d7d74a7e40a79!8m2!3d9.190709!4d76.8556201!16s%2Fg%2F11t4hftzlz?entry=ttu,,,,,,,,,,,
,,,,,,,,Revathy Industries Chengamannil Cement Brick,,"Eraviperoor, Kerala 689541","Chengamannil House, Nannoor-Othera Rd, Kozhimala P O, Vallamkulam Thiruvalla",,4.2,,,#URL_NOT_FILLED,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b06235cd56cab55:0xada9959808eb1c57!8m2!3d9.3668571!4d76.6208718!16s%2Fg%2F11f15mvf49?entry=ttu,,,,,,,,,,,
,,,,,,,,RDC Concrete (India) Limited,,"Muppathadam Rd, P.O, Edayar",Plot No. VI/58 & 59 Industrial Development Area,http://www.rdcconcrete.com/,4.2,,,"customercare@rdc.in
sales@rdc.in",https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b080fdbc0d31bab:0xbdf5a623dd2902cc!8m2!3d10.0814089!4d76.3165175!16s%2Fg%2F11jdgp4dz6?entry=ttu,,,,,,,,,,,
,,,,,,,,Cement and Steel kolabhagathu and. Tisha agencies,,"Thiruvalla, Kerala 689105",Thirumoolapuram,,4.9,,,#URL_NOT_FILLED,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b0624091d2add03:0x3691cc97480bcf48!8m2!3d9.383542!4d76.5691385!16s%2Fg%2F11bxjpzrz6?entry=ttu,,,,,,,,,,,
,,,,,,,,Vinu Cement Grill Works,,India,"Eraviperoor, Thiruvalla, Kerala 689542",,5,,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b0624a3fd9ffe7d:0xdd8a906d8343407e!8m2!3d9.3829998!4d76.6234198!16s%2Fg%2F11v5yx4mzn?entry=ttu,,,,,,,,,,,
,,,,,,,,Tritech RMC,,"Chirakkakkode, Kerala 680654",Chirakkakkod - Kachithodu Rd,,4.3,,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7e598b042237b:0xd07d1443b967c4c0!8m2!3d10.5663463!4d76.28512!16s%2Fg%2F11jrvcmpg8?entry=ttu,,,,,,,,,,,
,,,,,,,,CVC Ready Mix Concrete,,"Bridge, near Aroor Toll Plaza, Kumbalam","NH-47, Kumbalam, Panagad",http://www.cherianvarkey.com/,4.3,https://lh5.googleusercontent.com/p/AF1QipNMPO12YYYYu1D_YJ6ZMOwv8D9PfRQ9U5isFWyJ,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b087233133e2855:0x35a6cf0ea4c2b78!8m2!3d9.902272!4d76.315337!16s%2Fg%2F1hc40j4h_?entry=ttu,,,,,,,,,,,
,,,,,,,,"STEEL HOUSE ATHANI,NEDUMBASSERY",,India,"Athani, Kerala 683585",http://steelhousekalady.com/,4.7,,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b0805f9ace74939:0x96a3d5d1f7f6b41b!8m2!3d10.1539534!4d76.354433!16s%2Fg%2F11bttc5_1x?entry=ttu,,,,,,,,,,,
,,,,,,,,"Hywel ReadyMix Concrete | Kottayam,Pathanamthitta & Alleppey ( ഹൈവെൽ റെഡി മിക്സ് കോൺക്രീറ്റ് )",,"Thiruvalla, Kerala 689581","Industrial Development Plot , Thottappadi Road, Kunnamthanam",,3.9,https://lh5.googleusercontent.com/p/AF1QipOWidIf5FZoE7LCWydp9_MqZEdnk0B44qMQW6kC,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b06251055555555:0x61a5868d5ce52c55!8m2!3d9.4356814!4d76.5999292!16s%2Fg%2F1232g4wsz?entry=ttu,,,,,,,,,,,
,,,,,,,,"ABR Cements - Chettinad Cement Agency in Kollengode, Kerala",,"Alathur, Kollengode Anamari Rd",Thripalur,https://www.chettinadcement.com/,5,https://lh5.googleusercontent.com/p/AF1QipNJwJW2v9hAk7h3NX5vhs87jomCGJ5PAMEDZCsc,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba813bd4654d535:0x2847f77b4a352f57!8m2!3d10.6155852!4d76.7150067!16s%2Fg%2F11y5y_np4x?entry=ttu,,,,,,,,,,,
,,,,,,,,COCHIN CEMENT WORKS,,CHEGOTPOYIL(CHEBAKKUNU PARANOOR,9VC3+QQ3,,5,,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba667a30873a247:0x88e54e80a47ee929!8m2!3d11.3718785!4d75.8544215!16s%2Fg%2F11h895cbc_?entry=ttu,,,,,,,,,,,
,,,,,,,,"Thuruthel Agencies - Chettinad Cement Agency in Kayamkulam, Kerala",,Signal,Railway Bypass,https://www.chettinadcement.com/,5,,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b062751c216c0db:0x2f853bfa28351718!8m2!3d9.4439539!4d76.5200104!16s%2Fg%2F11y5y_x_x0?entry=ttu,,,,,,,,,,,
,,,,,,,,VISHAKOM CEMENT BRICKS,,Palappilli Rd,79PG+9F4,,5,,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b08010008316c93:0x32091db43380b365!8m2!3d10.2853293!4d76.3757435!16s%2Fg%2F11ygdzkbyz?entry=ttu,,,,,,,,,,,
,,,,,,,,Daiz & Co.,,"11, Civil Lines Rd, Keerthi Nagar, Madona Nagar, Ayyanthole",G5GQ+W7C,,5,https://lh5.googleusercontent.com/p/AF1QipMAT-mc9ym94PwNwiTRxrM0xSvN2beqAWgLVO5l,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7ee7041695003:0x5ac2c12e0024a5ad!8m2!3d10.526093!4d76.18822!16s%2Fg%2F11btxd133f?entry=ttu,,,,,,,,,,,
,,,,,,,,VALIYAPARAMBIL CEMENT WORKS,,Kaitharam South,Cheriyappilly Bridge,,4.8,https://lh5.googleusercontent.com/p/AF1QipPFZiXsq8b-a_zivsAwk312nIBan-Ot4h7TPX-Z,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b0811cb211c602b:0xb4b0570e6476617b!8m2!3d10.1226007!4d76.243243!16s%2Fg%2F11nmg2bghp?entry=ttu,,,,,,,,,,,
,,,,,,,,Oasis Cement Products & Megha Tiles Annakara 680508,,"near Crematorium, Elavathur",Annakara - Mullassery Rd,,4,,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7ed22a390e5d7:0x9b1a5951e683349a!8m2!3d10.5505897!4d76.1108484!16s%2Fg%2F11h55nwcj6?entry=ttu,,,,,,,,,,,
,,,,,,,,Best Readymix Concrete,,"Mundur, P.O",Velakkode,http://bestreadymix.com/,4.2,,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7ebe84628216b:0xb204765ed8ab741a!8m2!3d10.6016825!4d76.1649097!16s%2Fg%2F11cffxlj9?entry=ttu,,,,,,,,,,,
,,,,,,,,Dalmia Cement,,"Sreekandath Rd, Ravipuram, Perumanoor","4a, 4th floor, KG Oxford Business Center",,4.3,,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b0873fbc9b25a7f:0x548fc816e5360902!8m2!3d9.9610441!4d76.2874856!16s%2Fg%2F11h1925wmr?entry=ttu,,,,,,,,,,,
,,,,,,,,Kurisingal Cements Pvt Ltd,,"S Moolankuzhi Rd, Mundamveli",W6PX+2JX,,,https://lh5.googleusercontent.com/p/AF1QipNs70rxntjmD8_ozIYPwj_Ec7IEOLE2MwTsj9fM,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b086d733f168f27:0x1dc8036f0995d80c!8m2!3d9.9351179!4d76.2491111!16s%2Fg%2F11yh1ln4gy?entry=ttu,,,,,,,,,,,
,,,,,,,,Fawas Associated Agencies - ACC,,SH 1,Ground Floor,https://dealers-nearme.acclimited.com/fawas-associated-agencies-acc-cement-manufacturer-perumbavoor-perumbavoor-267884/Home?utm_source=locator&utm_medium=googleplaces,4.1,,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b07e28c120f6cf5:0x30af008b08255025!8m2!3d10.1186744!4d76.4747914!16s%2Fg%2F124yfyrlr?entry=ttu,,,,,,,,,,,
,,,,,,,,Nippon Steels (AAC Block Dealer),,"Gandhi Nagar, Chettupuzha","Near, manampally lane",https://nipponsteels.in/,4.9,,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7edab874d3165:0x5b07f092b7688bc4!8m2!3d10.5094787!4d76.1708773!16s%2Fg%2F11s592b4v4?entry=ttu,,,,,,,,,,,
,,,,,,,,Vijaya Concrete Cement Pipes,,"Kanjiramattom, Kerala 682315",Poothotta - Kanjiramattam Rd,,4.6,https://lh5.googleusercontent.com/p/AF1QipMMX1ieIYNZSYhFrXHkWBu2oLpTVHLWYJudWo--,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b0876e0df1c710f:0x3b155dd52ccd952d!8m2!3d9.8516188!4d76.3893848!16s%2Fg%2F1hm4z7jt9?entry=ttu,,,,,,,,,,,
,,,,,,,,Jemis Enterprises,,"near University Arch, Changampuzha Nagar, South Kalamassery, Kalamassery",Post Office,,4.4,https://lh5.googleusercontent.com/p/AF1QipMRy2vAriR0Oshr_pGjZZ4jtIto06PADtfwHnVO,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b080dccd1c67ab9:0x66f144d39357af90!8m2!3d10.0480082!4d76.3172225!16s%2Fg%2F1pzxmpb_9?entry=ttu,,,,,,,,,,,
,,,,,,,,Maria Cements & Agencies,,"SH15, Kochupally, Udayamperoor, Thrippunithura",V9JG+R54,,4.5,,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b0876a580d17f85:0x5d6e546c49d6b6c!8m2!3d9.8820023!4d76.3754517!16s%2Fg%2F1hc2rtnv0?entry=ttu,,,,,,,,,,,
,,,,,,,,"JSW CEMENT LTD, THRISSUR",,Akkara Complex,G66C+M8M,http://www.jsw.in/,,https://lh5.googleusercontent.com/p/AF1QipNwmNyTmxt237lLHh4cG98vyAYwHK3DyySaMEEa,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7efc852e6fa85:0x20089287805c1e25!8m2!3d10.5117023!4d76.2207958!16s%2Fg%2F11gv_dkhvv?entry=ttu,,,,,,,,,,,
,,,,,,,,Karakkattu Cement Industry,,Nadukkara Rd,WFRR+VV3,,,,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b07df0057e9da29:0x1180ccf961b8b33e!8m2!3d9.9421442!4d76.4921689!16s%2Fg%2F11xhb9w_hv?entry=ttu,,,,,,,,,,,
,,,,,,,,Vinayaka cement bricks,,Road,Koduvayur,,5,https://lh5.googleusercontent.com/p/AF1QipOuv2GU_bhcP6VAQynLxi28Jm_Q_dwgI7DL5nsi,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba80dfb26d77473:0xeb2f7bb35bcfb5bb!8m2!3d10.6253125!4d76.6205625!16s%2Fg%2F11js2v930l?entry=ttu,,,,,,,,,,,
,,,,,,,,"Syed Traders - Chettinad Cement Agency in Attappallam, Kerala",,"Kumily, Attappallam, Kerala 685509",Vazhayil,https://www.chettinadcement.com/,5,,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b06559c1cccf819:0xee85aecb3049cfc5!8m2!3d9.6080372!4d77.1665305!16s%2Fg%2F11w1v73n4s?entry=ttu,,,,,,,,,,,
,,,,,,,,Contour Readymix,,"33/365 B, Padamugal - Palachuvadu Rd, Vennala",P. O,,4.1,,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b080d81c7886dc7:0xb07fdd04cda79dba!8m2!3d9.999275!4d76.3300333!16s%2Fg%2F11q372svlm?entry=ttu,,,,,,,,,,,
,,,,,,,,T. J. M. Trading Corporation,,"Ravipuram, Ernakulam South","38/402, Karshaka Rd, S A Rd",,4,,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b0872b7b38bff35:0x4cbbc00a47154115!8m2!3d9.9653213!4d76.2923384!16s%2Fg%2F1yh9sqbjp?entry=ttu,,,,,,,,,,,
,,,,,,,,Avon Cement Bricks and Building Materials,,"Thrissur, Anjur, Kerala 680541",Ayyankunnu Mundoor,,4.7,https://lh5.googleusercontent.com/p/AF1QipPidpu76437aTMHwMxeDuFFUvv9lB9Nnrh1JOo4,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7e90ae0cfbb39:0x7911dab3ee9f3e4a!8m2!3d10.6056704!4d76.1547372!16s%2Fg%2F11ns56zz23?entry=ttu,,,,,,,,,,,
,,,,,,,,Kalappurayil Cement Bricks,,Piramadom - Peruvamuzhi Rd,WGWP+9VH,,4.5,https://lh5.googleusercontent.com/p/AF1QipMoIAYQcDnFh226lzLIuWhjaGHkYSR0m1whmbmh,,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b07df9e4d8840cf:0xc61445128736b969!8m2!3d9.9459425!4d76.5372473!16s%2Fg%2F11kbbq50ty?entry=ttu,,,,,,,,,,,
